標題,評論內容,評論時間
[公告]只期待 後來的你能快樂 berryc 2-2 2-5-i,: ㄨㄚˊ 安靜的吃不好嗎 小公舉看看你,118.150.223.238 08/21 15:19
[公告]只期待 後來的你能快樂 berryc 2-2 2-5-i,: 賺飽了 要高升囉,1.160.151.193 08/21 15:19
[公告]只期待 後來的你能快樂 berryc 2-2 2-5-i,: 說不定下一個位子可能是台電董事長啊,39.15.8.31 08/21 15:19
[公告]只期待 後來的你能快樂 berryc 2-2 2-5-i,: 笑死,39.15.8.31 08/21 15:19
[公告]只期待 後來的你能快樂 berryc 2-2 2-5-i,: 日本要繼續 歐洲國家也開始為淨零轉已核養,114.40.148.119 08/21 15:19
[公告]只期待 後來的你能快樂 berryc 2-2 2-5-i,: 請辭個屁,36.226.121.47 08/21 15:19
[公告]只期待 後來的你能快樂 berryc 2-2 2-5-i,: 又切割了,61.224.83.223 08/21 15:19
[公告]只期待 後來的你能快樂 berryc 2-2 2-5-i,: 而是台電虧損,1.200.161.143 08/21 15:19
[公告]只期待 後來的你能快樂 berryc 2-2 2-5-i,: 謝謝 學到一課 原來有這規定,114.37.180.210 08/21 16:02
[公告]只期待 後來的你能快樂 berryc 2-2 2-5-i,: 很久了 懶得提醒而已,27.52.96.230 08/21 16:04
[公告]只期待 後來的你能快樂 berryc 2-2 2-5-i,: 不知道幾年了 就是防洗文跟太亂不能討論,122.99.28.211 08/21 16:08
[公告] 你不是真正的快樂 NTUfighter 2-1,: 喜歡香港小妹版本的,114.37.180.210 08/21 21:25
[公告] 你不是真正的快樂 NTUfighter 2-1,: 謝謝,114.37.180.210 08/21 21:28
[公告] meredith001 2-5C.D 35天,: 柯粉又在加害異議份子了,114.137.102.212 08/22 00:09
[公告] meredith001 2-5C.D 35天,: 塔綠班大將 down!,36.230.13.39 08/22 00:09
[公告] meredith001 2-5C.D 35天,: 又，苦,223.137.218.171 08/22 00:11
[公告] meredith001 2-5C.D 35天,: 白粉戕害言論自由又一實證 難道幻想錯了,42.74.25.55 08/22 00:13
[公告] meredith001 2-5C.D 35天,: 嗎？,42.74.25.55 08/22 00:13
[公告] meredith001 2-5C.D 35天,: 慟,123.240.145.93 08/22 00:21
[公告] meredith001 2-5C.D 35天,: 又又又…,49.216.223.89 08/22 00:23
[公告] meredith001 2-5C.D 35天,: 撕髮不公,114.32.22.163 08/22 01:01
[公告] meredith001 2-5C.D 35天,: 柯黑lives matter,203.204.194.135 08/22 01:22
[公告] meredith001 2-5C.D 35天,: 35天 重罪,82.174.71.100 08/22 03:51
[公告] sinkerwang40 Romeo5566 1-6 21天,: 綠共又減一,114.46.168.8 08/22 00:59
[公告] sinkerwang40 Romeo5566 1-6 21天,: 柯～粉～崩～潰～,36.224.21.20 08/22 05:26
[公告] Tedpc 2-5C.D.L 21天,: 哥布林-1,123.52.212.253 08/22 14:06
[公告] 摸不到的顏色 是否叫彩虹 KENDO777 2-9,: 有好辦法，進桶了什麼辦法都沒了,223.137.218.171 08/22 17:58
[公告]你說呢 明知你不在 還是會問Taiwan007 2-9,: 好聽,101.10.4.225 08/22 17:55
[公告]你說呢 明知你不在 還是會問Taiwan007 2-9,: 淦！又沒搶到頭,223.137.218.171 08/22 17:58
[公告]你說呢 明知你不在 還是會問Taiwan007 2-9,: 不是頭 是唱歌,122.99.28.211 08/22 18:00
[公告]你說呢 明知你不在 還是會問Taiwan007 2-9,: 溫馨,42.74.231.50 08/22 18:09
[公告]你說呢 明知你不在 還是會問Taiwan007 2-9,: 哈哈哈,27.53.161.185 08/22 18:12
[公告]你說呢 明知你不在 還是會問Taiwan007 2-9,: 同粉操戈 公正 推 給我錢 ^_^,115.43.88.230 08/22 18:56
[公告]你說呢 明知你不在 還是會問Taiwan007 2-9,: 007也進去囉,82.174.71.100 08/22 19:16
[公告]你說呢 明知你不在 還是會問Taiwan007 2-9,: 今天氣氛很好 反串過頭了吧,220.141.217.111 08/22 21:35
[公告]你說呢 明知你不在 還是會問Taiwan007 2-9,: 反串柯粉要休息一週囉,111.241.102.103 08/23 12:07
[公告]會不會有一天時間真的能倒退a19870704 2-2,: 謝謝,114.37.180.210 08/22 21:35
[公告]會不會有一天時間真的能倒退a19870704 2-2,: 這首我知道 入陣曲,123.240.145.93 08/22 21:36
[公告]會不會有一天時間真的能倒退a19870704 2-2,: 不要賭美國輸噢~,36.227.211.233 08/22 21:36
[公告]會不會有一天時間真的能倒退a19870704 2-2,: 幫忙衝一下業績。XD,114.46.168.8 08/22 21:39
[公告]夜未央天未亮我在倖存的沙場skliveman 2-9,: 3Rㄤㄤ,118.167.195.48 08/23 11:47
[公告]夜未央天未亮我在倖存的沙場skliveman 2-9,: 3Q,114.37.215.143 08/23 11:59
[公告] fatetree 245天 暫行板規,: 哈哈昌粉哈哈,223.136.150.170 08/23 12:47
[公告] fatetree 245天 暫行板規,: 推文給錢錢,118.167.195.48 08/23 12:48
[公告] fatetree 245天 暫行板規,: 怎麼搞得好像我在釣魚害他一樣....,36.226.157.98 08/23 12:52
[公告] fatetree 245天 暫行板規,: 都跟他講連噓了還是狂噓，看來真的很氣,123.205.228.182 08/23 12:52
[公告] fatetree 245天 暫行板規,: 繼續罵蔥神不知道會不會換分身來狂噓XDD,123.205.228.182 08/23 12:52
[公告] fatetree 245天 暫行板規,:,#1avM3gnl
[公告] fatetree 245天 暫行板規,:,http://i.imgur.com/7k05Nqm.jpg
[公告] fatetree 245天 暫行板規,: 連噓畫面擷圖,36.226.157.98 08/23 12:53
[公告] fatetree 245天 暫行板規,: 他一個人把爆文噓到七十,36.226.157.98 08/23 12:53
[公告] fatetree 245天 暫行板規,: 其實板主再去數一下搞不好會捅更久？,36.226.157.98 08/23 12:54
[公告] fatetree 245天 暫行板規,: 根本黃國昌本人吧,220.129.118.220 08/23 12:56
[公告] fatetree 245天 暫行板規,: 小幫手吧 正常昌粉都變昌黑了,49.216.173.236 08/23 13:02
[公告] fatetree 245天 暫行板規,: 某個M開頭的柯粉也很常這樣,59.124.165.188 08/23 13:03
[公告] fatetree 245天 暫行板規,: 這種的像是網軍管理的了吧,203.72.196.109 08/23 13:03
[公告] fatetree 245天 暫行板規,: 為什麼他可以不用cd一直連噓,36.228.12.45 08/23 13:03
[公告] fatetree 245天 暫行板規,: 就不正當手段啊，多開視窗之類,36.226.157.98 08/23 13:04
[公告] fatetree 245天 暫行板規,: 你登出登入就可以了 會跟這篇直接進桶,122.99.28.211 08/23 13:04
[公告] fatetree 245天 暫行板規,: 以為在八卦板吧 不知道板規不一樣,59.115.157.43 08/23 14:10
[公告] fatetree 245天 暫行板規,: 馬的  沒跟上  太離譜了,175.182.161.199 08/23 14:57
[公告] asewgek NTUfighter 140天 分身,: NTUfighter 這帳號是不是買的啊 好幾年沒,133.237.92.68 08/23 13:04
[公告] asewgek NTUfighter 140天 分身,: 活動最近突然開始活躍起來,133.237.92.68 08/23 13:04
[公告] asewgek NTUfighter 140天 分身,: 錢,125.229.126.47 08/23 13:13
[公告] thouloveme 2-5DCL 42天,: 聰明的白粉懂得避風頭,111.82.87.178 08/15 17:32
[公告] thouloveme 2-5DCL 42天,: 不聰明的白粉就,123.205.228.182 08/15 18:17
[公告] thouloveme 2-5DCL 42天,: 九月底回來天氣涼一點,49.216.130.169 08/15 18:35
[公告] 手拋紅豆  人各自今非昨 ikr3699654 2-9,: 笑了 很急齁 進去冷靜7天吧～,118.161.32.80 08/15 18:20
[公告] 手拋紅豆  人各自今非昨 ikr3699654 2-9,: 高速詠唱結果進去了QQ,114.136.173.134 08/15 18:40
[公告] 手拋紅豆  人各自今非昨 ikr3699654 2-9,: 太興奮了?,59.124.165.188 08/15 19:02
[公告] 如果說 我的聲音都記得 Zionward 2-9,: 笑死,111.196.243.14 08/16 11:19
[公告] 如果說 我的聲音都記得 Zionward 2-9,: 紅白上色很好看,171.14.61.1 08/16 11:20
[公告] 如果說 我的聲音都記得 Zionward 2-9,: 柯粉-1,223.136.101.149 08/16 11:21
[公告] Asewgek 2-2 35天,: 笑死,49.217.129.192 08/16 16:42
[公告] Asewgek 2-2 35天,: 柯黑又-1 舒服,133.106.212.253 08/16 16:43
[公告] Asewgek 2-2 35天,: 標題可以用館長取代飆捍嗎？,180.217.150.82 08/16 16:45
[公告] Asewgek 2-2 35天,: 錢,223.139.68.195 08/16 16:51
[公告] Asewgek 2-2 35天,: 為什麼是+7？算前科是+21,180.217.150.82 08/16 16:56
[公告] amgdaaaa 2-2 7天,: 柯黑-1 舒服,133.106.212.253 08/16 16:42
[公告] amgdaaaa 2-2 7天,: 就說你們沒把握打40個繁中字就不要發文,49.217.129.192 08/16 16:43
[公告] amgdaaaa 2-2 7天,: 阿,49.217.129.192 08/16 16:43
[公告] amgdaaaa 2-2 7天,: 館長被哥布林盯上了,171.14.61.1 08/16 16:44
[公告] amgdaaaa 2-2 7天,: 發文切記符合版規..,118.163.67.133 08/16 16:55
[公告] amgdaaaa 2-2 7天,: 綠布林也太急了吧　－１,118.161.32.80 08/17 00:03
[公告] 洗圖仔 eric2723 暫行板規 35天,: 洗圖仔哭哭,49.217.129.192 08/17 01:30
[公告] 洗圖仔 eric2723 暫行板規 35天,: 德政,118.161.32.80 08/17 02:02
[公告] 洗圖仔 eric2723 暫行板規 35天,: 太監死去,36.236.147.157 08/17 02:14
[公告] 洗圖仔 eric2723 暫行板規 35天,: 烏鴉哭哭,49.217.45.111 08/17 07:37
[公告] daoqu 2-2 7天,: 柯黑又又又-1 舒服,133.106.52.149 08/17 13:44
[公告] xamous 2-5L 14天,: 柯黑-1 還在小牛啊,133.106.52.149 08/17 13:43
[公告] Hmnc 2-5D 14天,: 柯黑再-1,133.106.52.149 08/17 13:42
[公告] Hmnc 2-5D 14天,: 殺上癮了啊 又少了一個柯黑同志QQ,82.174.71.100 08/17 13:45
[公告] chter 2-9 21天,: 期待柯黑強勢回歸,111.71.212.126 08/17 13:56
[公告] chter 2-9 21天,: 唉怎麼又是柯黑 版主英明,133.106.52.149 08/17 14:12
[公告] chter 2-9 21天,: 暖！嘻嘻,27.242.2.32 08/17 16:45
[公告] unipatriot axenos 這案有點鬧 2993天,: 柯糞死去,36.235.185.54 08/17 14:23
[公告] unipatriot axenos 這案有點鬧 2993天,: 跳板仔終於滾了 爽,125.228.43.129 08/17 14:23
[公告] unipatriot axenos 這案有點鬧 2993天,: 我一直搞不清這個到底是藍白還是綠,223.139.44.236 08/17 14:25
[公告] unipatriot axenos 這案有點鬧 2993天,: unipatriot之前都是掛境外ip 不知道,111.83.198.85 08/17 14:25
[公告] unipatriot axenos 這案有點鬧 2993天,: 跳板仔終於掰了,27.242.70.208 08/17 14:27
[公告] unipatriot axenos 這案有點鬧 2993天,: 之前ip環遊世界,61.231.213.144 08/17 14:28
[公告] unipatriot axenos 這案有點鬧 2993天,: 跳板仔終於被抓了,59.124.165.188 08/17 14:28
[公告] unipatriot axenos 這案有點鬧 2993天,: 太慘了八,118.232.69.208 08/17 14:29
[公告] unipatriot axenos 這案有點鬧 2993天,: 管他是啥 終於可以不用再看到了,101.12.102.62 08/17 14:29
[公告] unipatriot axenos 這案有點鬧 2993天,: 多重影分身？,1.162.152.123 08/17 14:30
[公告] unipatriot axenos 這案有點鬧 2993天,: 笑死 又抓到一隻柯黑 8年後總統大學前不,133.106.52.149 08/17 14:30
[公告] unipatriot axenos 這案有點鬧 2993天,: 知道放出來沒 可憐啊 版主辛苦了 版主英,133.106.52.149 08/17 14:30
[公告] unipatriot axenos 這案有點鬧 2993天,: 明,133.106.52.149 08/17 14:30
[公告] unipatriot axenos 這案有點鬧 2993天,: 沒事兒 我們政府很有錢,223.137.162.11 08/17 14:33
[公告] unipatriot axenos 這案有點鬧 2993天,: 跳板仔 掰掰,118.163.67.133 08/17 14:34
[公告] unipatriot axenos 這案有點鬧 2993天,: 我記得axenos偏藍欸，但有可能是我,49.216.130.169 08/17 14:35
[公告] unipatriot axenos 這案有點鬧 2993天,: 記錯XD,49.216.130.169 08/17 14:35
[公告] unipatriot axenos 這案有點鬧 2993天,: 靠杯原來是他喔,123.205.228.182 08/17 14:35
[公告] unipatriot axenos 這案有點鬧 2993天,: 綠粉-2,49.216.81.159 08/17 14:36
[公告] unipatriot axenos 這案有點鬧 2993天,: 真的掃清好多亂象，板大辛苦了,1.172.93.86 08/17 14:38
[公告] unipatriot axenos 這案有點鬧 2993天,: 完全不覺得他是反串 雖然最近已黑單,223.139.233.91 08/17 14:38
[公告] unipatriot axenos 這案有點鬧 2993天,: 白粉反串藍粉,114.137.106.159 08/17 14:39
[公告] unipatriot axenos 這案有點鬧 2993天,: 台北好朋友-1,42.75.75.116 08/17 14:39
[公告] unipatriot axenos 這案有點鬧 2993天,: 柯粉吧?,113.196.182.184 08/17 14:41
[公告] unipatriot axenos 這案有點鬧 2993天,: uni哪裡偏藍？他死忠柯糞耶,49.216.173.236 08/17 14:41
[公告] unipatriot axenos 這案有點鬧 2993天,: 2993 等到出桶都2032了,111.248.98.51 08/17 14:42
[公告] unipatriot axenos 這案有點鬧 2993天,: uni大大QQ，2993天後，蔣萬安都要開始跑,223.137.72.8 08/17 14:42
[公告] unipatriot axenos 這案有點鬧 2993天,: 競選行程了,223.137.72.8 08/17 14:42
[公告] unipatriot axenos 這案有點鬧 2993天,: 跳板仔終於,114.137.143.25 08/17 14:43
[公告] unipatriot axenos 這案有點鬧 2993天,: 這隻說他是綠的反串我信 因為他的發言,36.229.117.23 08/17 14:44
[公告] unipatriot axenos 這案有點鬧 2993天,: 實在有點...,36.229.117.23 08/17 14:44
[公告] unipatriot axenos 這案有點鬧 2993天,: 可憐^^,1.163.94.143 08/17 14:47
[公告] unipatriot axenos 這案有點鬧 2993天,: 3000英靈掃起來,122.100.87.168 08/17 14:47
[公告] unipatriot axenos 這案有點鬧 2993天,: 這隻完全不意外 內心被仇恨塞滿 嘴裡滿,49.215.26.97 08/17 14:50
[公告] unipatriot axenos 這案有點鬧 2993天,: 是污穢,49.215.26.97 08/17 14:50
[公告] unipatriot axenos 這案有點鬧 2993天,: 2993天後 總統都做兩任了 幫QQ,60.248.151.180 08/17 14:54
[公告] unipatriot axenos 這案有點鬧 2993天,: 推論那地方怪怪的,60.248.151.180 08/17 14:55
[公告] unipatriot axenos 這案有點鬧 2993天,: 正常應該是反串的時候故意用偏激言論,60.248.151.180 08/17 14:56
[公告] unipatriot axenos 這案有點鬧 2993天,: 本尊會溫和的裝中立,60.248.151.180 08/17 14:56
[公告] unipatriot axenos 這案有點鬧 2993天,: 樓上，這樣我看這版的小綠綠都在反串,223.137.42.130 08/17 15:00
[公告] unipatriot axenos 這案有點鬧 2993天,: 了,223.137.42.130 08/17 15:00
[公告] unipatriot axenos 這案有點鬧 2993天,: 笑死A不就是那個羅馬尼亞仔，到處跳來,223.138.47.34 08/17 15:02
[公告] unipatriot axenos 這案有點鬧 2993天,: 跳去換人設在那挑撥的，還有他是不是綠,223.138.47.34 08/17 15:02
[公告] unipatriot axenos 這案有點鬧 2993天,: 的可以自己A文也不用看一面之詞,223.138.47.34 08/17 15:02
[公告] unipatriot axenos 這案有點鬧 2993天,: 2032年出桶了沒？,223.137.218.171 08/17 15:08
[公告] unipatriot axenos 這案有點鬧 2993天,: 柯粉-1,180.217.5.53 08/17 15:16
[公告] unipatriot axenos 這案有點鬧 2993天,: 啊 柯粉-1,101.12.100.195 08/17 16:45
[公告] unipatriot axenos 這案有點鬧 2993天,: 這支應該是引戰仔，要說是哪邊就不好確,59.124.165.188 08/17 16:50
[公告] unipatriot axenos 這案有點鬧 2993天,: 定就是,59.124.165.188 08/17 16:50
[公告] unipatriot axenos 這案有點鬧 2993天,: 這隻就是跳板柯粉仔 柯粉幹嘛否認阿,36.229.145.106 08/19 00:12
[公告] jordanlove 2-2 7天,: 柯黑-1,59.126.215.116 08/17 22:24
[公告] 再靠近一點點 就讓你牽手 didder 2-5-e,: 錢,123.240.145.93 08/18 13:48
[公告] 再靠近一點點 就讓你牽手 didder 2-5-e,: 柯粉-1,1.162.22.237 08/18 13:48
[公告] 再靠近一點點 就讓你牽手 didder 2-5-e,: 柯糞要沒了,49.216.173.236 08/18 13:49
[公告] 再靠近一點點 就讓你牽手 didder 2-5-e,: 不會是看到師父民調掉生氣吧,106.64.98.180 08/18 13:52
[公告] 再靠近一點點 就讓你牽手 didder 2-5-e,: didder脾氣真好，被綠狗吠都不會生,101.136.112.202 08/18 13:58
[公告] 再靠近一點點 就讓你牽手 didder 2-5-e,: 氣,101.136.112.202 08/18 13:58
[公告] dadabo 2-1 7天,: 錢,123.240.145.93 08/18 14:09
[公告] Cocochia 49天 2-2 2-5d 天王蓋地虎,: 怎麼一堆深綠大將都陣亡了,61.224.90.103 08/18 23:41
[公告] Cocochia 49天 2-2 2-5d 天王蓋地虎,: 神仙老虎狗,49.217.45.111 08/18 23:45
[公告] Cocochia 49天 2-2 2-5d 天王蓋地虎,: 你沒噴,42.79.173.66 08/18 23:47
[公告] Cocochia 49天 2-2 2-5d 天王蓋地虎,: 你是風兒我嗜殺,49.217.45.111 08/18 23:48
[公告] Cocochia 49天 2-2 2-5d 天王蓋地虎,: 支語警報,123.240.145.93 08/18 23:48
[公告] Cocochia 49天 2-2 2-5d 天王蓋地虎,: 天王蓋地虎 一朵老香菇 大家好我是阿哲,42.79.173.66 08/18 23:48
[公告] Cocochia 49天 2-2 2-5d 天王蓋地虎,: 要出事了 完了BBQ了,42.79.173.66 08/18 23:49
[公告] Cocochia 49天 2-2 2-5d 天王蓋地虎,: 證據在哪? AID和網址都沒東西啊@@,61.223.241.230 08/18 23:51
[公告] Cocochia 49天 2-2 2-5d 天王蓋地虎,: 老鐵，這扎心了。,49.217.45.111 08/18 23:51
[公告] Cocochia 49天 2-2 2-5d 天王蓋地虎,: 鼻安又貪污,49.216.173.236 08/19 00:55
[公告] 雨淋濕了天空 毀得很講究 hittler 2-2,: 柯粉-1y,118.233.38.230 08/19 17:53
[公告] 雨淋濕了天空 毀得很講究 hittler 2-2,: 力九戰隊-1 下個月記得上繳加班費,111.248.124.167 08/19 17:53
[公告] 雨淋濕了天空 毀得很講究 hittler 2-2,: 跳板仔 可憐那,39.9.167.149 08/19 17:55
[公告] 雨淋濕了天空 毀得很講究 hittler 2-2,: 溫馨,114.47.225.225 08/19 17:55
[公告] 雨淋濕了天空 毀得很講究 hittler 2-2,: 這首歌好聽,114.37.185.16 08/19 17:55
[公告] gisasy001 暫行板規 175天,: 不是35天嗎,49.217.241.136 08/13 19:12
[公告] gisasy001 暫行板規 175天,: 政黑楚瑜捅人真的是亂用心的,36.230.2.223 08/13 19:14
[公告] gisasy001 暫行板規 175天,: 你桶的人會不會比過去十任板主多,125.229.126.47 08/13 19:16
[公告] gisasy001 暫行板規 175天,: 這樣是不是趕不上投票了？,36.226.160.49 08/13 19:16
[公告] gisasy001 暫行板規 175天,: 笑死，又一個太監死去,36.236.147.157 08/13 19:16
[公告] gisasy001 暫行板規 175天,: 這隻終於進去了，拜拜,123.205.228.182 08/13 19:18
[公告] gisasy001 暫行板規 175天,: 慘,36.229.111.219 08/13 19:19
[公告] gisasy001 暫行板規 175天,: 這隻超純的白粉,122.121.245.233 08/13 19:19
[公告] gisasy001 暫行板規 175天,: 讚,223.141.118.48 08/13 19:20
[公告] gisasy001 暫行板規 175天,: 恭喜,223.137.127.20 08/13 19:20
[公告] gisasy001 暫行板規 175天,: 好多柯網軍,114.42.80.111 08/13 19:23
[公告] gisasy001 暫行板規 175天,: 我還以為gisasy這樣都用不同網址不會被,36.232.16.129 08/13 19:33
[公告] gisasy001 暫行板規 175天,: 抓出來耶，想不到還是被抓了,36.232.16.129 08/13 19:33
[公告] gisasy001 暫行板規 175天,: 柯粉-1這隻超純,116.241.1.47 08/13 19:40
[公告] gisasy001 暫行板規 175天,: 本來就是藍綠白紅都會抓,61.56.166.164 08/13 19:40
[公告] gisasy001 暫行板規 175天,: 只是綠色被抓的比例高很多,61.56.166.164 08/13 19:40
